ITAÚBA;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
DONA FRANCISCA;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
CASTRO ALVES;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67
MONTE CLARO;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
14 DE JULHO;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
SALTO PILÃO;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
CAPIVARI-CACHOEIRA;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
ROSAL;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65
GUILMAN-AMORIM;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105
SÁ CARVALHO;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
CANDONGA;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211;211
BAGUARI;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
AIMORÉS;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241;241
MASCARENHAS;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114
SALTO GRANDE;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117;117
PORTO ESTRELA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
SANTA CLARA - MG;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
IRAPÉ;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280;280
ITAPEBI;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
PEDRA DO CAVALO;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
RETIRO BAIXO;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70
QUEIMADO;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
BOA ESPERANÇA;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531
CANA BRAVA;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
SÃO SALVADOR;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90;90
PEIXE ANGICAL;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929;929
DARDANELOS;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777;777
RONDON II;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128
GUAPORÉ;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
SAMUEL;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824;824
BALBINA;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750;750
SANTO ANTÔNIO JARI;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556
SINOP;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201;1201
COLÍDER;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104;104
SÃO MANOEL;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
CURUÁ-UNA;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256;256
CACHOEIRA CALDEIRÃO;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854;854
COARACY NUNES;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
FERREIRA GOMES;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
FONTES BC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
