<BEGIN>;;;;;;;;;;;;;;;;
<Hydro generating units>;;;;;;;;;;;;;;;;
ID;Name;Hydro plant ID;Hydro plant name;Group ID;Group name;Bus ID;Bus name;Minimum generation (MW);Maximum generation (MW);Minimum turbine discharge (m3/s);Maximum turbine discharge (m3/s);Turbine type;Turbine or Pump?;Conversion rate MW/(m3/s/) for pumps;ID Bus - DESSEM;Comments
418;G1-PICADA;54;PICADA;1;Group 1;4016;name;12.5;25;13.2;22;Francis;Turbine;0;4016;
419;G2-PICADA;54;PICADA;1;Group 1;4016;name;12.5;25;13.2;22;Francis;Turbine;0;4016;
420;G1-SOBRAGI;55;SOBRAGI;1;Group 1;317;name;11;18.8;18;30;Francis;Turbine;0;317;
421;G2-SOBRAGI;55;SOBRAGI;1;Group 1;317;name;11;18.8;18;30;Francis;Turbine;0;317;
422;G3-SOBRAGI;55;SOBRAGI;1;Group 1;317;name;11;18.8;18;30;Francis;Turbine;0;317;
423;G1-SIMPLÍCIO;56;SIMPLÍCIO;1;Group 1;9500;name;50;101.9;61.8;103;Francis;Turbine;0;9500;
424;G2-SIMPLÍCIO;56;SIMPLÍCIO;1;Group 1;9500;name;50;101.9;61.8;103;Francis;Turbine;0;9500;
425;G3-SIMPLÍCIO;56;SIMPLÍCIO;1;Group 1;9500;name;50;101.9;61.8;103;Francis;Turbine;0;9500;
426;G1-ILHA DOS POMBOS;57;ILHA DOS POMBOS;1;Group 1;257;name;9.64;27.9;63.6;106;Francis;Turbine;0;257;
427;G2-ILHA DOS POMBOS;57;ILHA DOS POMBOS;2;Group 2;257;name;9.6;27.8;63;105;Francis;Turbine;0;257;
428;G3-ILHA DOS POMBOS;57;ILHA DOS POMBOS;3;Group 3;257;name;11.17;32.61;74.4;124;Francis;Turbine;0;257;
429;G4-ILHA DOS POMBOS;57;ILHA DOS POMBOS;4;Group 4;257;name;17;50;114;190;Francis;Turbine;0;257;
430;G5-ILHA DOS POMBOS;57;ILHA DOS POMBOS;5;Group 5;257;name;17.18;52.39;119.4;199;Francis;Turbine;0;257;
431;PUMP-VIGÁRIO;53;VIGARIO;1;Group 1;262;name;0;0;0;190;Pump;Pump;0.44;262;
432;PUMP-SANTA CECÍLIA;51;SANTA CECÍLIA;1;Group 1;260;name;0;0;0;160;Pump;Pump;0.2;260;
433;G1-CORUMBÁ IV;58;CORUMBÁ IV;1;Group 1;3641;name;45;64.8;71.76;104;Francis;Turbine;0;3641;
434;G2-CORUMBÁ IV;58;CORUMBÁ IV;1;Group 1;3641;name;45;64.8;71.76;104;Francis;Turbine;0;3641;
435;G1-CORUMBÁ III;59;CORUMBÁ III;1;Group 1;3642;name;33;47.8;95.22;138;Francis;Turbine;0;3642;
436;G2-CORUMBÁ III;59;CORUMBÁ III;2;Group 2;3642;name;33.5;48.6;96.6;140;Francis;Turbine;0;3642;
437;G1-CORUMBÁ I;60;CORUMBÁ I;1;Group 1;35;name;86.25;125;131.11;190;Francis;Turbine;0;35;
438;G2-CORUMBÁ I;60;CORUMBÁ I;1;Group 1;35;name;86.25;125;131.11;190;Francis;Turbine;0;35;
439;G3-CORUMBÁ I;60;CORUMBÁ I;1;Group 1;35;name;86.25;125;131.11;190;Francis;Turbine;0;35;
440;G1-BATALHA;61;BATALHA;1;Group 1;9446;name;8;27;23.1;77;Kaplan;Turbine;0;9446;
441;G2-BATALHA;61;BATALHA;1;Group 1;9446;name;8;27;23.1;77;Kaplan;Turbine;0;9446;
442;G1-SERRA DO FACÃO;62;SERRA DO FACÃO;1;Group 1;3014;name;63.78;106.3;97.2;162;Francis;Turbine;0;3014;
443;G2-SERRA DO FACÃO;62;SERRA DO FACÃO;1;Group 1;3014;name;63.78;106.3;97.2;162;Francis;Turbine;0;3014;
444;G1-NOVA PONTE;63;NOVA PONTE;1;Group 1;302;name;102;170;115.2;192;Francis;Turbine;0;302;
445;G2-NOVA PONTE;63;NOVA PONTE;1;Group 1;302;name;102;170;115.2;192;Francis;Turbine;0;302;
446;G3-NOVA PONTE;63;NOVA PONTE;1;Group 1;302;name;102;170;115.2;192;Francis;Turbine;0;302;
447;G1-MIRANDA;64;MIRANDA;1;Group 1;312;name;80;136;135;225;Francis;Turbine;0;312;
448;G2-MIRANDA;64;MIRANDA;1;Group 1;312;name;80;136;135;225;Francis;Turbine;0;312;
449;G3-MIRANDA;64;MIRANDA;1;Group 1;312;name;80;136;135;225;Francis;Turbine;0;312;
450;G1-AMADOR AGUIAR I;65;AMADOR AGUIAR I;1;Group 1;4052;name;59.51;81;99;165;Francis;Turbine;0;4052;
451;G2-AMADOR AGUIAR I;65;AMADOR AGUIAR I;2;Group 2;4052;name;62.6;81;99;165;Francis;Turbine;0;4052;
452;G3-AMADOR AGUIAR I;65;AMADOR AGUIAR I;2;Group 2;4052;name;62.6;81;99;165;Francis;Turbine;0;4052;
453;G1-AMADOR AGUIAR II;66;AMADOR AGUIAR II;1;Group 1;4054;name;35;70;107.4;179;Francis;Turbine;0;4054;
454;G2-AMADOR AGUIAR II;66;AMADOR AGUIAR II;1;Group 1;4054;name;35;70;107.4;179;Francis;Turbine;0;4054;
455;G3-AMADOR AGUIAR II;66;AMADOR AGUIAR II;1;Group 1;4054;name;35;70;107.4;179;Francis;Turbine;0;4054;
456;G1-ESPORA;67;ESPORA;1;Group 1;3744;name;3.21;10.7;7.2;24;Kaplan;Turbine;0;3744;
457;G2-ESPORA;67;ESPORA;1;Group 1;3744;name;3.21;10.7;7.2;24;Kaplan;Turbine;0;3744;
458;G3-ESPORA;67;ESPORA;1;Group 1;3744;name;3.21;10.7;7.2;24;Kaplan;Turbine;0;3744;
459;G1-SALTO;68;SALTO;1;Group 1;9442;name;34.8;58;78;130;Francis;Turbine;0;9442;
460;G2-SALTO;68;SALTO;1;Group 1;9442;name;34.8;58;78;130;Francis;Turbine;0;9442;
461;G1-SALTO DO RIO VERDINHO;69;SALTO DO RIO VERDINHO;1;Group 1;9443;name;27.9;46.5;76.2;127;Francis;Turbine;0;9443;
462;G2-SALTO DO RIO VERDINHO;69;SALTO DO RIO VERDINHO;1;Group 1;9443;name;27.9;46.5;76.2;127;Francis;Turbine;0;9443;
463;G1-CAÇU;70;CAÇU;1;Group 1;9448;name;9.75;32.5;40.2;134;Kaplan;Turbine;0;9448;
464;G2-CAÇU;70;CAÇU;1;Group 1;9448;name;9.75;32.5;40.2;134;Kaplan;Turbine;0;9448;
465;G1-BARRA DOS COQUEIROS;71;BARRA DOS COQUEIROS;1;Group 1;9449;name;13.5;45;41.7;139;Kaplan;Turbine;0;9449;
466;G2-BARRA DOS COQUEIROS;71;BARRA DOS COQUEIROS;1;Group 1;9449;name;13.5;45;41.7;139;Kaplan;Turbine;0;9449;
467;G1-FOZ DO RIO CLARO;72;FOZ DO RIO CLARO;1;Group 1;9447;name;10.26;34.2;44.7;149;Kaplan;Turbine;0;9447;
468;G2-FOZ DO RIO CLARO;72;FOZ DO RIO CLARO;1;Group 1;9447;name;10.26;34.2;44.7;149;Kaplan;Turbine;0;9447;
469;G1-CAMARGOS;73;CAMARGOS;1;Group 1;1501;name;8.5;22.5;44;110;Kaplan;Turbine;0;1501;
470;G2-CAMARGOS;73;CAMARGOS;1;Group 1;1501;name;8.5;22.5;44;110;Kaplan;Turbine;0;1501;
471;G1-ITUTINGA;74;ITUTINGA;1;Group 1;1538;name;6;12.5;28.5;57;Kaplan;Turbine;0;1538;
472;G2-ITUTINGA;74;ITUTINGA;1;Group 1;1538;name;6;12.5;28.5;57;Kaplan;Turbine;0;1538;
473;G3-ITUTINGA;74;ITUTINGA;2;Group 2;1538;name;13;14;58;63;Kaplan;Turbine;0;1538;
474;G4-ITUTINGA;74;ITUTINGA;3;Group 3;1538;name;12;13.5;54;59;Kaplan;Turbine;0;1538;
475;G1-FUNIL GRANDE;75;FUNIL - GRANDE;1;Group 1;4044;name;19.3;60;78;195;Kaplan;Turbine;0;4044;
476;G2-FUNIL GRANDE;75;FUNIL - GRANDE;1;Group 1;4044;name;19.3;60;78;195;Kaplan;Turbine;0;4044;
477;G3-FUNIL GRANDE;75;FUNIL - GRANDE;1;Group 1;4044;name;19.3;60;78;195;Kaplan;Turbine;0;4044;
478;G1-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;1;Group 1;24;name;23;40;65.4;109;Francis;Turbine;0;24;
479;G2-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;1;Group 1;24;name;23;40;65.4;109;Francis;Turbine;0;24;
480;G3-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;2;Group 2;24;name;26;48;73.8;123;Francis;Turbine;0;24;
481;G4-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;2;Group 2;24;name;26;48;73.8;123;Francis;Turbine;0;24;
482;G5-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;name;36;49.4;85.2;142;Francis;Turbine;0;22;
483;G6-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;name;36;49.4;85.2;142;Francis;Turbine;0;22;
484;G7-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;name;36;49.4;85.2;142;Francis;Turbine;0;22;
485;G8-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;name;36;49.4;85.2;142;Francis;Turbine;0;22;
486;G9-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;4;Group 4;22;name;36;52;88.8;148;Francis;Turbine;0;22;
487;G10-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;4;Group 4;22;name;36;52;88.8;148;Francis;Turbine;0;22;
488;G1-JAGUARA;77;JAGUARA;1;Group 1;301;name;75;106;161.4;269;Francis;Turbine;0;301;
489;G2-JAGUARA;77;JAGUARA;2;Group 2;301;name;80;106;161.4;269;Francis;Turbine;0;301;
490;G3-JAGUARA;77;JAGUARA;1;Group 1;301;name;75;106;161.4;269;Francis;Turbine;0;301;
491;G4-JAGUARA;77;JAGUARA;1;Group 1;301;name;75;106;161.4;269;Francis;Turbine;0;301;
492;G1-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;name;12;42;90;296;Kaplan;Turbine;0;343;
493;G2-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;name;12;42;90;296;Kaplan;Turbine;0;343;
494;G3-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;name;12;42;90;296;Kaplan;Turbine;0;343;
495;G4-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;name;12;42;90;296;Kaplan;Turbine;0;343;
496;G5-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;name;12;42;90;296;Kaplan;Turbine;0;343;
497;G1-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;name;50;95;190;396;Kaplan;Turbine;0;305;
498;G2-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;name;50;95;190;396;Kaplan;Turbine;0;305;
499;G3-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;name;50;95;190;396;Kaplan;Turbine;0;305;
500;G4-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;name;50;95;190;396;Kaplan;Turbine;0;305;
501;G1-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;name;40;80;150;497;Kaplan;Turbine;0;28;
502;G2-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;name;40;80;150;497;Kaplan;Turbine;0;28;
503;G3-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;name;40;80;150;497;Kaplan;Turbine;0;28;
504;G4-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;name;40;80;150;497;Kaplan;Turbine;0;28;
505;G1-CACONDE;81;CACONDE;1;Group 1;521;name;24.72;41.2;28.8;48;Francis;Turbine;0;521;
506;G2-CACONDE;81;CACONDE;2;Group 2;521;name;23.52;39.2;27.6;46;Francis;Turbine;0;521;
507;G1-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;name;16.32;27.2;22.2;37;Francis;Turbine;0;522;
508;G2-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;name;16.32;27.2;22.2;37;Francis;Turbine;0;522;
509;G3-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;name;16.32;27.2;22.2;37;Francis;Turbine;0;522;
510;G4-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;name;16.32;27.2;22.2;37;Francis;Turbine;0;522;
511;G1-A. S. OLIVEIRA;83;A. S. OLIVEIRA;1;Group 1;523;name;6.4;16;36;89;Kaplan;Turbine;0;523;
512;G2-A. S. OLIVEIRA;83;A. S. OLIVEIRA;1;Group 1;523;name;6.4;16;36;89;Kaplan;Turbine;0;523;
513;G1-SÃO DOMINGOS;84;SÃO DOMINGOS;1;Group 1;1866;name;9.6;24;32.4;81;Kaplan;Turbine;0;1866;
514;G2-SÃO DOMINGOS;84;SÃO DOMINGOS;1;Group 1;1866;name;9.6;24;32.4;81;Kaplan;Turbine;0;1866;
515;PUMP-PEDREIRA;87;PEDREIRA;1;Group 1;483;name;0;0;0;395;Pump;Pump;0.25;483;
516;PUMP-TRAIÇÃO;88;TRAIÇÃO;1;Group 1;483;name;0;0;0;270;Pump;Pump;0.3;483;
517;G1-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;name;14;35;75.6;189;Kaplan;Turbine;0;516;
518;G2-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;name;14;35;75.6;189;Kaplan;Turbine;0;516;
519;G3-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;name;14;35;75.6;189;Kaplan;Turbine;0;516;
520;G4-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;name;14;35;75.6;189;Kaplan;Turbine;0;516;
521;G1-BARIRI;92;BARIRI;1;Group 1;515;name;19.2;48;103;257;Kaplan;Turbine;0;515;
522;G2-BARIRI;92;BARIRI;1;Group 1;515;name;19.2;48;103;257;Kaplan;Turbine;0;515;
523;G3-BARIRI;92;BARIRI;1;Group 1;515;name;19.2;48;103;257;Kaplan;Turbine;0;515;
524;G1-IBITINGA;93;IBITINGA;1;Group 1;517;name;17;43.8;94;234;Kaplan;Turbine;0;517;
525;G2-IBITINGA;93;IBITINGA;1;Group 1;517;name;17;43.8;94;234;Kaplan;Turbine;0;517;
526;G3-IBITINGA;93;IBITINGA;1;Group 1;517;name;17;43.8;94;234;Kaplan;Turbine;0;517;
527;G1-PROMISSÃO;94;PROMISSÃO;1;Group 1;519;name;35;88;173;431;Kaplan;Turbine;0;519;
528;G2-PROMISSÃO;94;PROMISSÃO;1;Group 1;519;name;35;88;173;431;Kaplan;Turbine;0;519;
529;G3-PROMISSÃO;94;PROMISSÃO;1;Group 1;519;name;35;88;173;431;Kaplan;Turbine;0;519;
530;G1-N.AVANHANDAVA;95;N.AVANHANDAVA;1;Group 1;518;name;46;115.8;191;477;Kaplan;Turbine;0;518;
531;G2-N.AVANHANDAVA;95;N.AVANHANDAVA;1;Group 1;518;name;46;115.8;191;477;Kaplan;Turbine;0;518;
532;G3-N.AVANHANDAVA;95;N.AVANHANDAVA;1;Group 1;518;name;46;115.8;191;477;Kaplan;Turbine;0;518;
533;G1-HENRY BORDEN;96;HENRY BORDEN;1;External 1;7452;name;0;40;0;7;Pelton;Turbine;0;7452;
534;G2-HENRY BORDEN;96;HENRY BORDEN;2;External 2;7452;name;0;36;0;6;Pelton;Turbine;0;7452;
535;G3-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7451;name;0;65;0;11;Pelton;Turbine;0;7451;
536;G4-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7453;name;0;65;0;11;Pelton;Turbine;0;7453;Group changed after network reduction
537;G5-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7453;name;0;65;0;11;Pelton;Turbine;0;7453;Group changed after network reduction
538;G6-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7453;name;0;65;0;11;Pelton;Turbine;0;7453;Group changed after network reduction
539;G7-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7451;name;0;65;0;11;Pelton;Turbine;0;7451;Group changed after network reduction
540;G8-HENRY BORDEN;96;HENRY BORDEN;4;Underground 1;7454;name;0;68;0;12;Pelton;Turbine;0;7454;
541;G9-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7454;name;0;70;0;12;Pelton;Turbine;0;7454;Group changed after network reduction
542;G10-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7454;name;0;70;0;12;Pelton;Turbine;0;7454;Group changed after network reduction
543;G11-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7458;name;0;70;0;12;Pelton;Turbine;0;7458;Group changed after network reduction
544;G12-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7458;name;0;70;0;12;Pelton;Turbine;0;7458;Group changed after network reduction
545;G13-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7459;name;0;70;0;12;Pelton;Turbine;0;7459;Group changed after network reduction
546;G14-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7459;name;0;70;0;12;Pelton;Turbine;0;7459;Group changed after network reduction
547;G1-JURUMIRIM;97;JURUMIRIM;1;Group 1;506;name;21;48.9;73;182;Kaplan;Turbine;0;506;
548;G2-JURUMIRIM;97;JURUMIRIM;1;Group 1;506;name;21;48.9;73;182;Kaplan;Turbine;0;506;
549;G1-PIRAJU;98;PIRAJU;1;Group 1;614;name;16;40;72;181;Kaplan;Turbine;0;614;
550;G2-PIRAJU;98;PIRAJU;1;Group 1;614;name;16;40;72;181;Kaplan;Turbine;0;614;
551;G1-OURINHOS;99;OURINHOS;1;Group 1;2031;name;6;14.7;65;162;Kaplan;Turbine;0;2031;
552;G2-OURINHOS;99;OURINHOS;1;Group 1;2031;name;6;14.7;65;162;Kaplan;Turbine;0;2031;
553;G3-OURINHOS;99;OURINHOS;1;Group 1;2031;name;6;14.7;65;162;Kaplan;Turbine;0;2031;
554;G1-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;name;7;18.45;60;145;Kaplan;Turbine;0;512;
555;G2-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;name;7;18.45;60;145;Kaplan;Turbine;0;512;
556;G3-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;name;7;18.45;60;145;Kaplan;Turbine;0;512;
557;G4-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;name;7;18.45;60;145;Kaplan;Turbine;0;512;
558;G1-CANOAS II;101;CANOAS II;1;Group 1;509;name;7;24;75;187;Kaplan;Turbine;0;509;
559;G2-CANOAS II;101;CANOAS II;1;Group 1;509;name;7;24;75;187;Kaplan;Turbine;0;509;
560;G3-CANOAS II;101;CANOAS II;1;Group 1;509;name;7;24;75;187;Kaplan;Turbine;0;509;
561;G1-CANOAS I;102;CANOAS I;1;Group 1;508;name;8;27.5;77;189;Kaplan;Turbine;0;508;
562;G2-CANOAS I;102;CANOAS I;1;Group 1;508;name;8;27.5;77;189;Kaplan;Turbine;0;508;
563;G3-CANOAS I;102;CANOAS I;1;Group 1;508;name;8;27.5;77;189;Kaplan;Turbine;0;508;
564;G1-MAUÁ;103;MAUÁ;1;Group 1;983;name;60;117;60;113;Francis;Turbine;0;983;
565;G2-MAUÁ;103;MAUÁ;1;Group 1;983;name;60;117;60;113;Francis;Turbine;0;983;
566;G3-MAUÁ;103;MAUÁ;1;Group 1;983;name;60;117;60;113;Francis;Turbine;0;983;
567;G1-SANTA CLARA - PR;104;SANTA CLARA - PR;1;Group 1;806;name;35;60;49;81;Francis;Turbine;0;806;
568;G2-SANTA CLARA - PR;104;SANTA CLARA - PR;1;Group 1;806;name;35;60;49;81;Francis;Turbine;0;806;
569;G1-FUNDÃO;105;FUNDÃO;1;Group 1;2475;name;35;60;49;81;Francis;Turbine;0;2475;
570;G2-FUNDÃO;105;FUNDÃO;1;Group 1;2475;name;35;60;49;81;Francis;Turbine;0;2475;
571;G1-BAIXO IGUAÇU;107;BAIXO IGUAÇU;1;Group 1;9356;name;41;117;340;840;Kaplan;Turbine;0;9356;
572;G2-BAIXO IGUAÇU;107;BAIXO IGUAÇU;1;Group 1;9356;name;41;117;340;840;Kaplan;Turbine;0;9356;
573;G3-BAIXO IGUAÇU;107;BAIXO IGUAÇU;1;Group 1;9356;name;41;117;340;840;Kaplan;Turbine;0;9356;
574;G1-MANSO;108;MANSO;1;Group 1;21;name;31;52.5;60;100;Francis;Turbine;0;21;
575;G2-MANSO;108;MANSO;1;Group 1;21;name;31;52.5;60;100;Francis;Turbine;0;21;
576;G3-MANSO;108;MANSO;1;Group 1;21;name;31;52.5;60;100;Francis;Turbine;0;21;
577;G4-MANSO;108;MANSO;1;Group 1;21;name;31;52.5;60;100;Francis;Turbine;0;21;
578;G1-ITIQUIRA I;109;ITIQUIRA I;1;Group 1;4523;name;18;30.4;24;40;Francis;Turbine;0;4523;
579;G2-ITIQUIRA I;109;ITIQUIRA I;1;Group 1;4523;name;18;30.4;24;40;Francis;Turbine;0;4523;
580;G1-ITIQUIRA II;110;ITIQUIRA II;1;Group 1;4525;name;28;48.3;24;39;Francis;Turbine;0;4525;
581;G2-ITIQUIRA II;110;ITIQUIRA II;1;Group 1;4525;name;28;48.3;24;39;Francis;Turbine;0;4525;
582;G1-PONTE PEDRA;111;PONTE PEDRA;1;Group 1;4520;name;40;58.7;16;26;Francis;Turbine;0;4520;
583;G2-PONTE PEDRA;111;PONTE PEDRA;1;Group 1;4520;name;40;58.7;16;26;Francis;Turbine;0;4520;
584;G3-PONTE PEDRA;111;PONTE PEDRA;1;Group 1;4520;name;40;58.7;16;26;Francis;Turbine;0;4520;
585;G1-JAURU;112;JAURU;1;Group 1;4809;name;19;40.5;26;42;Francis;Turbine;0;4809;
586;G2-JAURU;112;JAURU;1;Group 1;4809;name;19;40.5;26;42;Francis;Turbine;0;4809;
587;G3-JAURU;112;JAURU;2;Group 2;4809;name;19;40.5;26;43;Francis;Turbine;0;4809;
588;G1-PASSO FUNDO;113;PASSO FUNDO;1;Group 1;917;name;70;113;31;51;Francis;Turbine;0;917;
589;G2-PASSO FUNDO;113;PASSO FUNDO;1;Group 1;917;name;70;113;31;51;Francis;Turbine;0;917;
590;G1-MONJOLINHO;114;MONJOLINHO;1;Group 1;931;name;18.92;37.12;41;67;Francis;Turbine;0;931;
591;G2-MONJOLINHO;114;MONJOLINHO;1;Group 1;931;name;18.92;37.12;41;67;Francis;Turbine;0;931;
592;G1-GARIBALDI;115;GARIBALDI;1;Group 1;9735;name;32;63;100;167;Francis;Turbine;0;9735;
593;G2-GARIBALDI;115;GARIBALDI;1;Group 1;9735;name;32;63;100;167;Francis;Turbine;0;9735;
594;G3-GARIBALDI;115;GARIBALDI;1;Group 1;9735;name;32;63;100;167;Francis;Turbine;0;9735;
595;G1-QUEBRA-QUEIXO;116;QUEBRA-QUEIXO;1;Group 1;2836;name;25;40.5;23;38;Francis;Turbine;0;2836;
596;G2-QUEBRA-QUEIXO;116;QUEBRA-QUEIXO;2;Group 2;2836;name;15;40.5;23;38;Francis;Turbine;0;2836;
597;G3-QUEBRA-QUEIXO;116;QUEBRA-QUEIXO;2;Group 2;2836;name;15;40.5;23;38;Francis;Turbine;0;2836;
598;G1-SÃO JOSÉ;117;SÃO JOSÉ;1;Group 1;9220;name;8;25.5;58;144;Kaplan;Turbine;0;9220;
599;G2-SÃO JOSÉ;117;SÃO JOSÉ;1;Group 1;9220;name;8;25.5;58;144;Kaplan;Turbine;0;9220;
600;G1-PASSO S. JOÃO;118;PASSO S. JOÃO;1;Group 1;9218;name;10;38.5;57;163;Kaplan;Turbine;0;9218;
601;G2-PASSO S. JOÃO;118;PASSO S. JOÃO;1;Group 1;9218;name;10;38.5;57;163;Kaplan;Turbine;0;9218;
602;G1-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;name;150;213.75;284;472;Francis;Turbine;0;1070;
603;G2-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;name;150;213.75;284;472;Francis;Turbine;0;1070;
604;G3-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;name;150;213.75;284;472;Francis;Turbine;0;1070;
605;G4-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;name;150;213.75;284;472;Francis;Turbine;0;1070;
606;G1-PASSO REAL;121;PASSO REAL;1;Group 1;1175;name;40;82;97;242;Kaplan;Turbine;0;1175;
607;G2-PASSO REAL;121;PASSO REAL;2;Group 2;1175;name;40;76;90;224;Kaplan;Turbine;0;1175;
608;G1-JACUÍ;122;JACUÍ;1;Group 1;1162;name;18;30;23;39;Francis;Turbine;0;1162;
609;G2-JACUÍ;122;JACUÍ;1;Group 1;1162;name;18;30;23;39;Francis;Turbine;0;1162;
610;G3-JACUÍ;122;JACUÍ;1;Group 1;1162;name;18;30;23;39;Francis;Turbine;0;1162;
611;G4-JACUÍ;122;JACUÍ;1;Group 1;1162;name;18;30;23;39;Francis;Turbine;0;1162;
612;G5-JACUÍ;122;JACUÍ;1;Group 1;1162;name;18;30;23;39;Francis;Turbine;0;1162;
613;G6-JACUÍ;122;JACUÍ;1;Group 1;1162;name;18;30;23;39;Francis;Turbine;0;1162;
614;G1-ITAÚBA;123;ITAÚBA;1;Group 1;1155;name;75;125;93;155;Francis;Turbine;0;1155;
615;G2-ITAÚBA;123;ITAÚBA;1;Group 1;1155;name;75;125;93;155;Francis;Turbine;0;1155;
616;G3-ITAÚBA;123;ITAÚBA;1;Group 1;1155;name;75;125;93;155;Francis;Turbine;0;1155;
617;G4-ITAÚBA;123;ITAÚBA;1;Group 1;1155;name;75;125;93;155;Francis;Turbine;0;1155;
618;G1-DONA FRANCISCA;124;DONA FRANCISCA;1;Group 1;1176;name;32;62.5;113;188;Francis;Turbine;0;1176;
619;G2-DONA FRANCISCA;124;DONA FRANCISCA;1;Group 1;1176;name;32;62.5;113;188;Francis;Turbine;0;1176;
620;G1-CASTRO ALVES;125;CASTRO ALVES;1;Group 1;1166;name;19.44;43.33;22;53;Kaplan;Turbine;0;1166;
621;G2-CASTRO ALVES;125;CASTRO ALVES;1;Group 1;1166;name;19.44;43.33;22;53;Kaplan;Turbine;0;1166;
622;G3-CASTRO ALVES;125;CASTRO ALVES;1;Group 1;1166;name;19.44;43.33;22;53;Kaplan;Turbine;0;1166;
623;G1-MONTE CLARO;126;MONTE CLARO;1;Group 1;1159;name;20;65.35;75;186;Kaplan;Turbine;0;1159;
624;G2-MONTE CLARO;126;MONTE CLARO;1;Group 1;1159;name;20;65.35;75;186;Kaplan;Turbine;0;1159;
625;G1-14 DE JULHO;127;14 DE JULHO;1;Group 1;1168;name;15.54;51.8;70;170;Kaplan;Turbine;0;1168;
626;G2-14 DE JULHO;127;14 DE JULHO;1;Group 1;1168;name;15.54;51.8;70;170;Kaplan;Turbine;0;1168;
627;G1-SALTO PILÃO;128;SALTO PILÃO;1;Group 1;2863;name;36.46;95.94;35;55;Francis;Turbine;0;2863;
628;G2-SALTO PILÃO;128;SALTO PILÃO;1;Group 1;2863;name;36.46;95.94;35;55;Francis;Turbine;0;2863;
629;G1-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;name;15;68.6;2.5;10;Pelton;Turbine;0;804;
630;G2-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;name;15;68.6;2.5;10;Pelton;Turbine;0;804;
631;G3-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;name;15;68.6;2.5;10;Pelton;Turbine;0;804;
