<BEGIN>;;;;;;
<Buses>;;;;;;
ID;Name;Reference bus;Base voltage (kV);Area;Subsystem market - Name;Subsystem market - ID
6456;T.VILA-PA013;;13.8;59;NORTE;4
6457;CAMETA-PA138;;138;59;NORTE;4
6458;TUCAT1-PA000;;1.1;59;NORTE;4
6459;TUC.VI-PA000;;1.1;59;NORTE;4
6460;V.COND-PA500;;500;59;NORTE;4
6461;V.COND-PA230;;230;98;NORTE;4
6463;V.COND-PA069;;69;59;NORTE;4
6465;VCONDESIN002;;1.2;59;NORTE;4
6471;GUAMA--PA230;;230;59;NORTE;4
6472;GUAMA--PA069;;69;59;NORTE;4
6476;VCOAT1-PA000;;1.1;59;NORTE;4
6477;VCOAT2-PA000;;1.1;59;NORTE;4
6478;VCOAT3-PA000;;1.1;59;NORTE;4
6479;VCOAT4-PA000;;1.1;59;NORTE;4
6481;UTINGA-PA230;;230;59;NORTE;4
6482;UTINGA-PA069;;69;59;NORTE;4
6487;CN--VCCAP230;;230;59;NORTE;4
6488;SRTF62-PA013;;13.8;59;NORTE;4
6489;CASTAN-PA230;;230;59;NORTE;4
6490;SRTF62-PA000;;1.1;59;NORTE;4
6491;STA.MA-PA230;;230;59;NORTE;4
6492;STA.MA-PA138;;138;59;NORTE;4
6493;STA.MA-PA069;;69;59;NORTE;4
6494;SRTF61-PA000;;1.1;59;NORTE;4
6495;SRTF61-PA013;;13.8;59;NORTE;4
6496;SRAT61-PA000;;1.1;59;NORTE;4
6497;SRAT62-PA000;;1.1;59;NORTE;4
6498;SRAT62-PA013;;13.8;59;NORTE;4
6499;SRAT61-PA013;;13.8;59;NORTE;4
6500;JUAZEI-BA500;;500;53;NORDESTE;3
6501;JUAZE3-BA230;;230;53;NORDESTE;3
6503;JUAZE3-BA069;;69;53;NORDESTE;3
6506;MARAB2-PA013;;13.8;59;NORTE;4
6507;MB-TC4CAP500;;500;58;NORTE;4
6508;MAATR2-PA000;;1.1;59;NORTE;4
6509;MB-TC3CAP500;;500;59;NORTE;4
6510;MB-TC1CAP500;;500;59;NORTE;4
6511;MB-TC2CAP500;;500;59;NORTE;4
6512;PD-IZ1CAP500;;500;58;NORTE;4
6513;IZ-PD1CAP500;;500;58;NORTE;4
6514;PD-IZ2CAP500;;500;58;NORTE;4
6515;IZ-PD2CAP500;;500;58;NORTE;4
6517;PD-AC3CAP500;;500;58;NORTE;4
6519;UVENTB-RN034;;34;55;NORDESTE;3
6521;ALTAMI-PA230;;230;59;NORTE;4
6522;ATTF60-PA000;;1.1;59;NORTE;4
6523;ALTAMI-PA069;;69;59;NORTE;4
6525;ATTF60-MA013;;13.8;59;NORTE;4
6526;P.BENT-PA138;;138;59;NORTE;4
6528;TUC.VI-MA138;;138;59;NORTE;4
6530;CACIMB-CE230;;230;56;NORDESTE;3
6531;TRANSA-PA230;;230;59;NORTE;4
6533;CACIMA-CE034;;34.5;56;NORDESTE;3
6534;TRANSA-PA034;;34;59;NORTE;4
6537;TAPAJOSIN001;;1.2;59;NORTE;4
6538;TAPAJ1-PA013;;13.8;59;NORTE;4
6539;TAPAJ2-PA013;;13.8;59;NORTE;4
6540;CACIMB-CE034;;34.5;56;NORDESTE;3
6541;RUROP--PA230;;230;59;NORTE;4
6542;RUROP1-PA138;;138;59;NORTE;4
6543;RUROP1-PA013;;13.8;59;NORTE;4
6545;RUROP2-PA013;;13.8;59;NORTE;4
6546;RUROP3-PA013;;13.8;59;NORTE;4
6547;RUROP3-PA000;;1.1;59;NORTE;4
6548;RUROP1-PA000;;1.1;59;NORTE;4
6549;RUROP2-PA000;;1.1;59;NORTE;4
6550;CACIA-EOL024;;34.5;56;NORDESTE;3
6551;TAPAJO-PA230;;230;59;NORTE;4
6552;RUROP-SI-1CS;;1.2;59;NORTE;4
6553;TAPAJO-PA138;;138;59;NORTE;4
6554;PIMENT-PA230;;230;59;NORTE;4
6555;PMTBL1UHE001;;1.3;59;NORTE;4
6556;PMTBL2UHE001;;1.3;59;NORTE;4
6557;ALTT2--PA000;;1.1;59;NORTE;4
6558;ALTT2--PA013;;13.8;59;NORTE;4
6559;PMTBL3UHE001;;1.3;59;NORTE;4
6561;INTEGR-PA230;;230;59;NORTE;4
6564;MSOSSE-PA230;;230;59;NORTE;4
6565;MOP----PA230;;230;59;NORTE;4
6566;SERRA--PA230;;230;59;NORTE;4
6567;MOP----PA138;;138;59;NORTE;4
6568;TAPAJ1-PA000;;1.1;59;NORTE;4
6569;TAPAJ2-PA000;;1.1;59;NORTE;4
6571;XINGUA-PA230;;230;59;NORTE;4
6572;XINGUA-PA138;;138;59;NORTE;4
6574;XINGT1-PA000;;1.1;59;NORTE;4
6575;XINGT1-PA013;;13.8;59;NORTE;4
6576;AMZ-B2-RN034;;34.5;56;NORDESTE;3
6577;LAPA23UFV064;;34.5;53;NORDESTE;3
6578;ALTT3--PA000;;1.1;59;NORTE;4
6580;BARIR--SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6581;ITAPUI-SP069;;69;7;SUDESTE/CENTRO-OESTE;1
6582;IACANGBIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6583;RAFARDBIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6584;BIRIG3-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6585;SJRNOR-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6587;BROTASBIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6588;PETROQ-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6589;STCRUZBIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6590;TIEMDS-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6591;COLORABIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6592;CERRADBIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6593;DAMATABIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6594;COLOM2-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6595;CPINTOBIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6596;CEVASABIO138;;138;7;SUDESTE/CENTRO-OESTE;1
6597;ANHANGPCH138;;138;7;SUDESTE/CENTRO-OESTE;1
6598;RETIR-PCH138;;138;7;SUDESTE/CENTRO-OESTE;1
6599;PALMEIPCH138;;138;7;SUDESTE/CENTRO-OESTE;1
6601;MOCOC4-SP138;;138;36;SUDESTE/CENTRO-OESTE;1
6603;CBRAN5-SP138;;138;36;SUDESTE/CENTRO-OESTE;1
6604;C.GRAN-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6605;P.FRA3-MA013;;13.8;58;NORTE;4
6606;HYUNDA-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6607;SANTAN-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6608;ITATAP-SP138;;138;7;SUDESTE/CENTRO-OESTE;1
6609;ITATIB-SP500;;500;1;SUDESTE/CENTRO-OESTE;1
6610;ITATIB-SP138;;138;1;SUDESTE/CENTRO-OESTE;1
6611;ERBCANBIO230;;230;54;NORDESTE;3
6616;PCHEIR-CE230;;230;56;NORDESTE;3
6618;CACIMBEOL017;;34.5;56;NORDESTE;3
6619;UVENT2EOL031;;1.3;55;NORDESTE;3
6620;G.OUR1-BA230;;230;53;NORDESTE;3
6621;CAEABC-BA230;;230;53;NORDESTE;3
6623;SAZUL--BA230;;230;53;NORDESTE;3
6624;GPEXPAEOL033;;34.5;53;NORDESTE;3
6626;GPEXPAEOL022;;34.5;53;NORDESTE;3
6629;BRIGB1EOL051;;34.5;55;NORDESTE;3
6630;CHAP1AEOL060;;1.3;57;NORDESTE;3
6631;CHAPA2-PI230;;230;57;NORDESTE;3
6632;CHAP-1-PI034;;34.5;57;NORDESTE;3
6634;SVACASEOL043;;34.5;55;NORDESTE;3
6636;ITAREMEOL000;;34.5;56;NORDESTE;3
6637;CFORM2EOL045;;34.5;53;NORDESTE;3
6638;AUGUSTEOL067;;1.3;57;NORDESTE;3
6639;CHAP-2-PI034;;34.5;57;NORDESTE;3
6640;CURRAL-PI500;;500;57;NORDESTE;3
6641;CNP-B1-PI230;;230;57;NORDESTE;3
6642;AMAZONEOL033;;34.5;56;NORDESTE;3
6644;AVENTUEOL000;;34.5;55;NORDESTE;3
6647;CP21.8EOL064;;34.5;57;NORDESTE;3
6648;CP21.7EOL051;;34.5;57;NORDESTE;3
6649;ITAREM-CE230;;230;56;NORDESTE;3
6650;ITC-B1-CE034;;34.5;56;NORDESTE;3
6651;TRT-T1-PI000;;1.1;57;NORDESTE;3
6652;TRT-T1-PI013;;13.8;57;NORDESTE;3
6653;CARCAREOL030;;1.3;56;NORDESTE;3
6654;SVACASEOL010;;10;55;NORDESTE;3
6655;ITC-B2-CE034;;34.5;56;NORDESTE;3
6658;VALENCEOL024;;1.3;55;NORDESTE;3
6659;INACI-EOL047;;34.5;56;NORDESTE;3
6660;MARITU-PA500;;500;59;NORTE;4
6661;MARITU-PA230;;230;59;NORTE;4
6662;MARITU-PA069;;69;59;NORTE;4
6665;ARA3---PI230;;230;57;NORDESTE;3
6666;ARA3-C-PI34.;;34.5;57;NORDESTE;3
6667;ARA3-D-PI34.;;34.5;57;NORDESTE;3
6668;ARA3-B-PI34.;;34.5;57;NORDESTE;3
6669;ARA3-A-PI34.;;34.5;57;NORDESTE;3
6670;ARA3T1-PI000;;1.1;57;NORDESTE;3
6671;ARA3T2-PI000;;1.1;57;NORDESTE;3
6672;ARA3-C-EOL41;;34.5;57;NORDESTE;3
6673;ARA3-D-EOL37;;34.5;57;NORDESTE;3
6674;ARA3-B-EOL37;;34.5;57;NORDESTE;3
6675;ARA3-A-EOL41;;34.5;57;NORDESTE;3
6676;CATAVE-CE034;;34.5;56;NORDESTE;3
6677;TRT-T2-PI000;;1.1;57;NORDESTE;3
6678;TACARAEOL034;;34;51;NORDESTE;3
6679;TRT-T2-PI013;;13.8;57;NORDESTE;3
6684;MSQT1--RN000;;1.1;56;NORDESTE;3
6685;MSQT1--RN013;;13.8;56;NORDESTE;3
6686;ITUVERUFV098;;1.3;53;NORDESTE;3
6688;VACREIEOL013;;34.5;56;NORDESTE;3
6689;TOUROS-RN000;;1.1;55;NORDESTE;3
6690;TOUROS-RN013;;13.8;55;NORDESTE;3
6692;PCHEIR-CE034;;34.5;56;NORDESTE;3
6693;PCHEIREOL023;;34.5;56;NORDESTE;3
6696;SRAT63-PA000;;1.1;59;NORTE;4
6699;SRAT63-PA013;;13.8;59;NORTE;4
6700;ACAILA-MA500;;500;58;NORTE;4
6701;AC-MB1CAP500;;500;58;NORTE;4
6702;AC-PD3CAP500;;500;58;NORTE;4
6703;AC-MB2CAP500;;500;58;NORTE;4
6705;CHAPNH-PI230;;230;57;NORDESTE;3
6706;CHAPN1-PI034;;34.5;57;NORDESTE;3
6707;CHAPN2-PI034;;34.5;57;NORDESTE;3
6708;VSVB1-EOL042;;34.5;57;NORDESTE;3
6709;VSVB2-EOL056;;34.5;57;NORDESTE;3
6710;MIRAMA-PA230;;230;59;NORTE;4
6711;DELT3AEOL024;;34.5;58;NORTE;4
6712;PNEVES-MA138;;138;58;NORTE;4
6713;MIRAMA-PA069;;69;59;NORTE;4
6714;VBAHIAEOL022;;22;53;NORDESTE;3
6715;BGRLT5-PE013;;13.8;55;NORDESTE;3
6716;DELFIN-BA230;;230;53;NORDESTE;3
6717;DELF-1-BA034;;34.5;53;NORDESTE;3
6718;DELF-2-BA034;;34.5;53;NORDESTE;3
6719;DELFINEOL044;;34.5;53;NORDESTE;3
6728;BMONTESIN003;;1.2;80;NORTE;4
6729;BMONTEUHE000;;18;80;NORTE;4
6730;BMONTE-PA500;;500;80;NORTE;4
6731;G.OUR1EOL060;;34.5;53;NORDESTE;3
6732;G.OUR1EOL022;;34.5;53;NORDESTE;3
6733;GOI-B2-BA034;;34.5;53;NORDESTE;3
6734;INACIO-RN230;;230;56;NORDESTE;3
6735;INACIO-RN034;;34.5;56;NORDESTE;3
6738;MCHSUL-BA230;;230;53;NORDESTE;3
6739;MCS--1-BA034;;34.5;53;NORDESTE;3
6740;MCS--2-BA034;;34.5;53;NORDESTE;3
6741;MCSUL2EOL043;;34.5;53;NORDESTE;3
6742;BDF12-EOL030;;138;55;NORDESTE;3
6743;NOLIND-PI500;;500;57;NORDESTE;3
6744;NOLNB1-PI034;;34.5;57;NORDESTE;3
6745;NOLNB2-PI034;;34.5;57;NORDESTE;3
6746;NOLN08UFV112;;34.5;57;NORDESTE;3
6747;NOLN12UFV112;;34.5;57;NORDESTE;3
6748;HORIZO-BA230;;230;53;NORDESTE;3
6749;HORIZO-BA034;;34.5;53;NORDESTE;3
6750;S.BARRUFV056;;34.5;53;NORDESTE;3
6751;VSMEL1EOL038;;34.5;55;NORDESTE;3
6752;ASSURU-BA138;;138;53;NORDESTE;3
6753;ASSURU-BA034;;34.5;53;NORDESTE;3
6756;CLARG2EOL055;;55;53;NORDESTE;3
6757;CLARG1-BA034;;34;53;NORDESTE;3
6758;CLARG2-BA034;;48;53;NORDESTE;3
6759;FAISA--CE230;;230;56;NORDESTE;3
6760;FAISA--CE000;;1.1;56;NORDESTE;3
6761;FAISAA-CE034;;34.5;56;NORDESTE;3
6762;FAISAB-CE034;;34.5;56;NORDESTE;3
6763;RNASCVEOL015;;1.3;55;NORDESTE;3
6764;TAIBA--CE230;;230;56;NORDESTE;3
6765;TAIBA--CE034;;34.5;56;NORDESTE;3
6766;ICARAI-CE230;;230;56;NORDESTE;3
6767;ICARAI-CE034;;34.5;56;NORDESTE;3
6768;ICARAIEOL031;;34.5;56;NORDESTE;3
6769;MVENT2-RN034;;34.5;55;NORDESTE;3
6770;TRAIRI-CE230;;230;56;NORDESTE;3
6771;CLARGO-BA230;;230;53;NORDESTE;3
6772;VBAHI2-BA230;;230;53;NORDESTE;3
6773;VBAHI2-BA034;;34.5;53;NORDESTE;3
6774;SBABI1-BA034;;34.5;53;NORDESTE;3
6775;ODAGUAEOL047;;1.3;55;NORDESTE;3
6776;BPOTB1EOL020;;1.3;55;NORDESTE;3
6777;TAIBA-EOL027;;34.5;56;NORDESTE;3
6778;SBABI2-BA034;;34.5;53;NORDESTE;3
6779;TRAIT3-CE034;;34.5;56;NORDESTE;3
6780;TRAIT1-CE034;;34.5;56;NORDESTE;3
6781;FAISAAEOL040;;34.5;56;NORDESTE;3
6782;FAISABEOL038;;34.5;56;NORDESTE;3
6785;SBABILEOL048;;13;53;NORDESTE;3
6786;SPEDROUFV054;;34.5;53;NORDESTE;3
6792;ICARAB-CE034;;230;56;NORDESTE;3
6793;BCIGRIEOL028;;1.3;56;NORDESTE;3
6796;SBABIL-BA230;;230;53;NORDESTE;3
6799;CNP-B2-PI230;;230;57;NORDESTE;3
6800;VILHEN-RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6801;VILHEN-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6802;VILHE-PCH069;;69;47;SUDESTE/CENTRO-OESTE;1
6803;VILH1--RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6804;VILH2--RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6806;VILHE1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6807;VILHE2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6811;COLOR-PCH069;;69;47;SUDESTE/CENTRO-OESTE;1
6812;CACHO-PCH069;;69;47;SUDESTE/CENTRO-OESTE;1
6813;CENTRO-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6817;CENTRO-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6820;P.BUEN-RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6821;P.BUEN-RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6822;PBUEN2PCH138;;138;47;SUDESTE/CENTRO-OESTE;1
6823;PBUE2--RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6824;PBUE1--RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6826;PBUEN2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6827;PBUEN1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6829;RONDO2-RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6831;ROND2-UHE002;;1.3;47;SUDESTE/CENTRO-OESTE;1
6832;ROND2-UTE000;;1.3;47;SUDESTE/CENTRO-OESTE;1
6833;RONDN2-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6839;P.MEDI-RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6840;JIPARA-RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6841;JIPARA-RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6842;JIPAR2-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6843;JIPAR4-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6844;JIPAT1-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6845;JIPAT2-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6846;JIPAA--RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6847;JIPAR1-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6848;JIPA---RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6849;JIPAR1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6851;JIPAR2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6852;JIPAR3-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6853;JIPAR4-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6854;JIPAR5-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6856;CACOAL-RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6857;ROLIM--RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6858;ROLIM-PCH069;;69;47;SUDESTE/CENTRO-OESTE;1
6859;ROLIM1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6860;NMPARA-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6861;ROLIM-PCH034;;34.5;47;SUDESTE/CENTRO-OESTE;1
6862;NMPARA-RO230;;230;48;SUDESTE/CENTRO-OESTE;1
6863;NMPARA-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6865;JARU-3-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6866;JARU-3-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6870;JARU1--RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6871;JARU---RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6872;JAR-CE-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6873;JARU-1-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6874;JARU-2-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6875;ROLIM2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6876;JARU---RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6877;JARU-2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6878;ARIQU3-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6879;ARIQU3-RO013;;13;47;SUDESTE/CENTRO-OESTE;1
6880;ARIQU1-RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6881;ARIQU-PCH069;;69;47;SUDESTE/CENTRO-OESTE;1
6882;ARIQU1-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6883;ARIQU1-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6884;ARIQU2-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6885;JIPAR-SIN000;;1.3;47;SUDESTE/CENTRO-OESTE;1
6886;ARIQU1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6887;ARIQU2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6888;SA-AD1UHE002;;1.3;48;SUDESTE/CENTRO-OESTE;1
6889;SA-AD--RO230;;230;48;SUDESTE/CENTRO-OESTE;1
6890;SAMUEL-RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6891;SAMU1-UHE002;;1.3;47;SUDESTE/CENTRO-OESTE;1
6892;SA-AD2UHE002;;1.3;48;SUDESTE/CENTRO-OESTE;1
6898;VI-JA1CAP230;;230;45;SUDESTE/CENTRO-OESTE;1
6899;VI-JA2CAP230;;230;45;SUDESTE/CENTRO-OESTE;1
6900;P.VELH-RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6901;P.VELH-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6902;P.VEL1-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6903;P.VEL2-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6904;P.VEL3-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6905;P.VEL4-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6906;P.V-T1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6907;P.V-T2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6908;P.V-T3-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6909;P.VELH-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6910;PV-T4--RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6912;T.N2-GUTE000;;1.3;47;SUDESTE/CENTRO-OESTE;1
6913;T.N2-VUTE000;;1.3;47;SUDESTE/CENTRO-OESTE;1
6914;AREAL--RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6915;AREAL1-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6916;AREAL--RO034;;34.5;47;SUDESTE/CENTRO-OESTE;1
6917;TIRADE-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6918;TIRADE-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6919;ALFAV1TAP069;;69;47;SUDESTE/CENTRO-OESTE;1
6921;ALFAV2TAP069;;69;47;SUDESTE/CENTRO-OESTE;1
6922;ALFAVI-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6923;ALFAVI-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6924;RMADEI-RO069;;69;47;SUDESTE/CENTRO-OESTE;1
6930;ABUNA--RO230;;230;47;SUDESTE/CENTRO-OESTE;1
6931;ABUNA--RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6932;ABUNA1-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6933;ABUNA2-RO000;;1.1;47;SUDESTE/CENTRO-OESTE;1
6934;VI-JA3CAP230;;230;45;SUDESTE/CENTRO-OESTE;1
6935;ABUNA--RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6936;ABUNA2-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6937;ABUNA--RO034;;34.5;47;SUDESTE/CENTRO-OESTE;1
6939;G.MIRI-RO138;;138;47;SUDESTE/CENTRO-OESTE;1
6941;G.MIRI-RO013;;13.8;47;SUDESTE/CENTRO-OESTE;1
6942;G.MIRI-RO034;;34.5;47;SUDESTE/CENTRO-OESTE;1
6943;RBRAT1-AC013;;13.8;48;SUDESTE/CENTRO-OESTE;1
6944;RBRAT1-AC000;;1.1;48;SUDESTE/CENTRO-OESTE;1
6945;RBRAN5-AC000;;1.1;48;SUDESTE/CENTRO-OESTE;1
6946;RBRAN5-AC013;;13.8;48;SUDESTE/CENTRO-OESTE;1
6950;R.BRAN-AC230;;230;47;SUDESTE/CENTRO-OESTE;1
6951;R.BRAN-AC138;;138;48;SUDESTE/CENTRO-OESTE;1
6952;R.BRAN-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
6953;RBRAN1-AC000;;1.1;48;SUDESTE/CENTRO-OESTE;1
6954;RBRAN2-AC000;;1.1;48;SUDESTE/CENTRO-OESTE;1
6956;RBRAT2-AC000;;1.1;48;SUDESTE/CENTRO-OESTE;1
6957;RBRAN1-AC013;;13.8;48;SUDESTE/CENTRO-OESTE;1
6958;RBRAN2-AC013;;13.8;48;SUDESTE/CENTRO-OESTE;1
6959;RBRAT2-AC013;;13.8;48;SUDESTE/CENTRO-OESTE;1
6963;RBRAN3-AC000;;1.1;48;SUDESTE/CENTRO-OESTE;1
6964;RBRAN3-AC013;;13.8;48;SUDESTE/CENTRO-OESTE;1
6965;TANGAR-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
6967;S.FRAN-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
6969;S.MADU-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
6970;ARIQU-SIN001;;13.8;47;SUDESTE/CENTRO-OESTE;1
6975;TAQUA1-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
6982;EPITAC-AC138;;138;48;SUDESTE/CENTRO-OESTE;1
7001;RACRE2UTE000;;1.3;48;SUDESTE/CENTRO-OESTE;1
7004;ALTOAL-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
7028;PEIXES-AC069;;69;48;SUDESTE/CENTRO-OESTE;1
7050;SA-MD-UHE006;;1.3;48;SUDESTE/CENTRO-OESTE;1
7051;JIR-MDUHE018;;1.3;48;SUDESTE/CENTRO-OESTE;1
7053;SA-MD--RO500;;500;48;SUDESTE/CENTRO-OESTE;1
7054;C.PVEL-RO230;;230;48;SUDESTE/CENTRO-OESTE;1
7055;C.PVEL-RO500;;500;48;SUDESTE/CENTRO-OESTE;1
7056;JIRAU--RO500;;500;48;SUDESTE/CENTRO-OESTE;1
7057;ARARQ2-SP500;;500;71;SUDESTE/CENTRO-OESTE;1
7058;ARARQ2-SP440;;440;71;SUDESTE/CENTRO-OESTE;1
7059;CPVBTB-RO500;;500;48;SUDESTE/CENTRO-OESTE;1
7060;JIR-ME-RO500;;500;81;SUDESTE/CENTRO-OESTE;1
7061;JIR-MEUHE014;;1.3;81;SUDESTE/CENTRO-OESTE;1
7062;SA-LR-UHE008;;1.3;48;SUDESTE/CENTRO-OESTE;1
7063;SA-LR--RO500;;500;48;SUDESTE/CENTRO-OESTE;1
7064;SA-ME-UHE016;;1.3;48;SUDESTE/CENTRO-OESTE;1
7065;SA-ME--RO500;;500;48;SUDESTE/CENTRO-OESTE;1
7072;VERDE8PCH138;;138;73;SUDESTE/CENTRO-OESTE;1
7073;YPE---PCH138;;138;73;SUDESTE/CENTRO-OESTE;1
7075;M.BALS-GO138;;138;12;SUDESTE/CENTRO-OESTE;1
7079;RVERDN-GO230;;230;73;SUDESTE/CENTRO-OESTE;1
7080;RVNOR1-GO000;;1.1;73;SUDESTE/CENTRO-OESTE;1
7081;RVNOR1-GO013;;13.8;73;SUDESTE/CENTRO-OESTE;1
7082;RVNOR2-GO000;;1.1;73;SUDESTE/CENTRO-OESTE;1
7083;RVNOR2-GO013;;13.8;73;SUDESTE/CENTRO-OESTE;1
7084;ANHANB-GO138;;138;12;SUDESTE/CENTRO-OESTE;1
7086;RCLARO-GO069;;69;12;SUDESTE/CENTRO-OESTE;1
7087;MONTIV-GO069;;69;12;SUDESTE/CENTRO-OESTE;1
7088;JATAI--GO069;;69;12;SUDESTE/CENTRO-OESTE;1
7089;COIMBR-GO069;;69;12;SUDESTE/CENTRO-OESTE;1
7090;S.AZUL-GO069;;69;12;SUDESTE/CENTRO-OESTE;1
7091;CABRIU-GO069;;69;12;SUDESTE/CENTRO-OESTE;1
7092;USJATA-GO069;;69;73;SUDESTE/CENTRO-OESTE;1
7093;JATAI-PCH013;;13.8;73;SUDESTE/CENTRO-OESTE;1
7094;IRARA--GO069;;69;73;SUDESTE/CENTRO-OESTE;1
7095;IRARA-PCH013;;13.8;73;SUDESTE/CENTRO-OESTE;1
7096;FAZVEL-GO069;;69;73;SUDESTE/CENTRO-OESTE;1
7097;FAZVELPCH013;;6.9;73;SUDESTE/CENTRO-OESTE;1
